site,year,date,jd,jd2,species,detections,weighted_detections,mean_confidence,source_file
AMLA1,2021,2021-08-01,0.1885313926284096,0.03554408600640754,NA,530,0,NA,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-02,0.6056124148824561,0.3667663970597601,Epfu,19,18.963,0.9980526315789474,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-02,0.6056124148824561,0.3667663970597601,Laci,83,82.9812,0.9997734939759036,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-02,0.6056124148824561,0.3667663970597601,Lano,536,535.6727000000002,0.9993893656716418,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-02,0.6056124148824561,0.3667663970597601,Mylu,60,59.9999,0.9999983333333333,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-02,0.6056124148824561,0.3667663970597601,NA,935,0,NA,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,Epfu,31,30.9962,0.9998774193548388,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,Laci,185,184.97019999999995,0.999838918918919,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,Lano,344,343.56489999999997,0.9987351744186046,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,Mylu,24,23.999100000000002,0.9999625,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,Myvo,1,1,1,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-03,1.0226934371365026,1.0459018663620736,NA,728,0,NA,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-04,1.4397744593905493,2.0729504939133485,Epfu,20,19.9984,0.99992,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-04,1.4397744593905493,2.0729504939133485,Laci,90,89.8993,0.9988811111111111,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-04,1.4397744593905493,2.0729504939133485,Lano,379,378.73630000000003,0.999304221635884,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-04,1.4397744593905493,2.0729504939133485,Mylu,6,6,1,Data_08022022_CumulativeSonoBatch_v430.xlsx
AMLA1,2021,2021-08-04,1.4397744593905493,2.0729504939133485,NA,417,0,NA,Data_08022022_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Epfu,4,3.9999000000000002,0.9999750000000001,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Lano,4,4,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Mylu,5,4.9999,0.99998,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,NA,280,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Laci,11,10.999600000000001,0.9999636363636364,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Lano,7,6.9986,0.9998,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Mylu,27,26.9995,0.9999814814814815,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,NA,954,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Laci,5,5,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Lano,8,7.9998000000000005,0.9999750000000001,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Mylu,15,14.999600000000001,0.9999733333333334,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,NA,561,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Laci,7,6.9989,0.9998428571428571,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Lano,3,3,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Mylu,16,15.9998,0.9999875,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,NA,682,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Laci,4,4,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Lano,4,3.9976000000000003,0.9994000000000001,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Mylu,17,16.9996,0.9999764705882352,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,NA,658,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Laci,2,1.9997,0.99985,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Lano,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Myev,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Mylu,10,9.9997,0.99997,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,NA,516,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Epfu,7,6.927,0.9895714285714285,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Laci,4,3.9673999999999996,0.99185,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Lano,14,13.9963,0.9997357142857143,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Mylu,2,1.9999,0.99995,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,NA,279,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Epfu,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Laci,10,9.9997,0.99997,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Lano,4,3.9975,0.999375,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Myev,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Mylu,7,6.9994,0.9999142857142858,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,NA,595,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Epfu,3,2.9999000000000002,0.9999666666666667,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Laci,8,7.9993,0.9999125,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Lano,7,6.9982,0.9997428571428572,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Mylu,10,9.9998,0.99998,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Myvo,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,NA,745,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Laci,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Lano,2,1.9969999999999999,0.9984999999999999,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Mylu,14,13.9997,0.9999785714285714,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,NA,392,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-14,3.8474442185436555,14.802827014805,Epfu,1,0.9983,0.9983,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-14,3.8474442185436555,14.802827014805,NA,101,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-08-15,4.087161344143382,16.70488785305994,NA,111,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v4.4.5.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Epfu,3,2.9964,0.9988,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Lano,6,5.9967,0.99945,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,Mylu,12,11.9998,0.9999833333333333,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-24,-1.1866154190506026,1.4080561527286373,NA,272,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Laci,11,11,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Lano,7,6.9984,0.9997714285714285,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Myev,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Mylu,68,67.99909999999997,0.9999867647058823,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-25,-0.9468982934508761,0.8966163781401814,NA,912,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Laci,5,5,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Lano,8,7.9997,0.9999625,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Mylu,27,26.9996,0.9999851851851852,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-26,-0.7071811678511495,0.5001052041633156,NA,548,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Laci,7,6.9994,0.9999142857142858,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Lano,4,4,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,Mylu,49,48.998599999999996,0.9999714285714286,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-27,-0.4674640422514229,0.2185226307980401,NA,648,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Laci,5,5,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Lano,4,3.9985,0.999625,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,Mylu,37,36.9996,0.9999891891891892,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-28,-0.22774691665169636,0.051868658044354726,NA,638,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Laci,2,1.9998,0.9999,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Lano,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Myev,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Mylu,12,11.9999,0.9999916666666666,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,Myvo,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-29,0.01197020894803022,1.4328590225950276e-4,NA,514,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Epfu,5,5,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Laci,6,5.9978,0.9996333333333334,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Lano,15,14.9913,0.99942,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,Mylu,7,6.9998000000000005,0.9999714285714286,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-30,0.25168733454775677,0.06334651437175444,NA,273,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Epfu,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Laci,11,10.9993,0.9999363636363636,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Lano,3,2.998,0.9993333333333333,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Myev,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,Mylu,14,13.9998,0.9999857142857143,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-07-31,0.49140446014748335,0.24147834345283956,NA,588,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Epfu,2,1.9999,0.99995,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Laci,11,10.9989,0.9999,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Lano,9,8.9961,0.9995666666666667,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Myev,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Mylu,27,26.998900000000003,0.9999592592592592,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,Myvo,2,2,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-01,0.7311215857472099,0.5345387731455148,NA,723,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Laci,1,1,1,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Lano,3,2.9968,0.9989333333333333,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,Mylu,29,28.9965,0.9998793103448276,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-02,0.9708387113469364,0.9425278034497802,NA,376,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-14,3.8474442185436555,14.802827014805,NA,102,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE17,2022,2022-08-15,4.087161344143382,16.70488785305994,NA,111,0,NA,Data2_GRTE17_0724_0815_CumulativeSonoBatch_v430.xlsx
GRTE06,2022,2022-06-21,-1.8991618766038303,3.606815833545382,Epfu,11,10.971400000000001,0.9974,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-21,-1.8991618766038303,3.606815833545382,Laci,8,7.9961,0.9995125,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-21,-1.8991618766038303,3.606815833545382,Lano,2,2,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-21,-1.8991618766038303,3.606815833545382,Mylu,4,4,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-21,-1.8991618766038303,3.606815833545382,NA,77,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,Epfu,7,6.9997,0.9999571428571429,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,Laci,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,Lano,6,5.9969,0.9994833333333333,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,Myev,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,Mylu,3,3,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-22,-1.7517513362625377,3.0686327440975862,NA,54,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Epfu,25,24.994100000000003,0.999764,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Laci,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Lano,13,12.9998,0.9999846153846154,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Myev,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Mylu,11,10.9999,0.999990909090909,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,Myyu,2,2,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-23,-1.604340795921245,2.573909389457214,NA,131,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,Epfu,24,23.9882,0.9995083333333333,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,Lano,6,6,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,Myev,2,2,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,Mylu,15,15,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,Myth,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-24,-1.4569302555799521,2.1226457696242647,NA,159,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-25,-1.3095197152386595,1.7148418845987399,Epfu,17,16.9984,0.9999058823529412,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-25,-1.3095197152386595,1.7148418845987399,Lano,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-25,-1.3095197152386595,1.7148418845987399,Myev,3,3,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-25,-1.3095197152386595,1.7148418845987399,Mylu,9,8.9999,0.9999888888888889,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-25,-1.3095197152386595,1.7148418845987399,NA,74,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,Epfu,14,13.9952,0.9996571428571429,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,Laci,3,3,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,Lano,4,4,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,Myev,1,1,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,Mylu,8,8,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-26,-1.1621091748973669,1.3504977343806388,NA,90,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-27,-1.0146986345560742,1.0296133189699614,Epfu,3,3,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-27,-1.0146986345560742,1.0296133189699614,Laci,1,0.9996,0.9996,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-27,-1.0146986345560742,1.0296133189699614,Lano,2,1.9990999999999999,0.9995499999999999,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-27,-1.0146986345560742,1.0296133189699614,Mylu,10,10,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-27,-1.0146986345560742,1.0296133189699614,NA,50,0,NA,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-28,-0.8672880942147815,0.7521886383667077,Epfu,4,4,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-28,-0.8672880942147815,0.7521886383667077,Lano,12,11.9968,0.9997333333333334,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
GRTE06,2022,2022-06-28,-0.8672880942147815,0.7521886383667077,Myev,2,2,1,Data_07152022_CumulativeSonoBatch_v4.4.5.xlsx
