site,year,date,jd,jd2,species,detections,weighted_detections,mean_confidence,source_file
AMLA1,2019,2019-06-11,-2.195555819086412,4.820465354724206,Lano,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-11,-2.195555819086412,4.820465354724206,Mylu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-11,-2.195555819086412,4.820465354724206,NA,6,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-12,-1.627917141144447,2.6501142184319098,Laci,2,1.9998,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-12,-1.627917141144447,2.6501142184319098,Lano,5,4.9877,0.99754,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-12,-1.627917141144447,2.6501142184319098,Mylu,2,1.9998,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-12,-1.627917141144447,2.6501142184319098,NA,112,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-13,-1.0602784632024818,1.1241904195310164,Lano,7,6.997199999999999,0.9996,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-13,-1.0602784632024818,1.1241904195310164,Mylu,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-13,-1.0602784632024818,1.1241904195310164,NA,167,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-14,-0.4926397852605166,0.2426939580215279,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-14,-0.4926397852605166,0.2426939580215279,Lano,36,35.9854,0.9995944444444445,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-14,-0.4926397852605166,0.2426939580215279,Mylu,2,1.9999,0.99995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-14,-0.4926397852605166,0.2426939580215279,NA,127,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-15,0.0749988926814486,0.005624833903443445,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-15,0.0749988926814486,0.005624833903443445,Laci,5,4.9991,0.99982,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-15,0.0749988926814486,0.005624833903443445,Lano,41,40.9862,0.9996634146341463,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-15,0.0749988926814486,0.005624833903443445,Mylu,6,5.9998000000000005,0.9999666666666667,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-15,0.0749988926814486,0.005624833903443445,NA,171,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-16,0.6426375706234138,0.4129830471767631,Laci,2,1.9998,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-16,0.6426375706234138,0.4129830471767631,Lano,51,50.9959,0.9999196078431373,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-16,0.6426375706234138,0.4129830471767631,Mylu,7,6.9999,0.9999857142857143,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-16,0.6426375706234138,0.4129830471767631,NA,191,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-17,1.210276248565379,1.4647685978414873,Laci,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-17,1.210276248565379,1.4647685978414873,Lano,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-17,1.210276248565379,1.4647685978414873,Mylu,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-17,1.210276248565379,1.4647685978414873,NA,122,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-18,1.7779149265073442,3.160981485897615,Mylu,2,1.9999,0.99995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-18,1.7779149265073442,3.160981485897615,NA,83,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-11,-2.3717077785677887,5.624997786918955,Lano,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-11,-2.3717077785677887,5.624997786918955,Mylu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-11,-2.3717077785677887,5.624997786918955,NA,6,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-12,-2.2162820873101814,4.911906290531975,Laci,3,2.9995000000000003,0.9998333333333334,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-12,-2.2162820873101814,4.911906290531975,Lano,5,4.9985,0.9997,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-12,-2.2162820873101814,4.911906290531975,Mylu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-12,-2.2162820873101814,4.911906290531975,NA,112,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-13,-2.060856396052574,4.247129085150804,Lano,10,9.9988,0.99988,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-13,-2.060856396052574,4.247129085150804,Mylu,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-13,-2.060856396052574,4.247129085150804,NA,163,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,Laci,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,Lano,32,32,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,Mylu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-14,-1.9054307047949668,3.6306661707754437,NA,129,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-15,-1.7500050135373595,3.0625175474058937,Laci,9,8.9997,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-15,-1.7500050135373595,3.0625175474058937,Lano,48,47.9529,0.99901875,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-15,-1.7500050135373595,3.0625175474058937,Mylu,4,4,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-15,-1.7500050135373595,3.0625175474058937,NA,163,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-16,-1.594579322279752,2.5426832150421532,Laci,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-16,-1.594579322279752,2.5426832150421532,Lano,54,53.9676,0.9994,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-16,-1.594579322279752,2.5426832150421532,Mylu,6,6,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-16,-1.594579322279752,2.5426832150421532,NA,190,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-17,-1.4391536310221447,2.0711631736842233,Laci,1,0.9998,0.9998,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-17,-1.4391536310221447,2.0711631736842233,Lano,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-17,-1.4391536310221447,2.0711631736842233,Mylu,3,2.9999000000000002,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-17,-1.4391536310221447,2.0711631736842233,NA,121,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-18,-1.2837279397645374,1.6479574233321037,Laci,1,0.9999,0.9999,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-18,-1.2837279397645374,1.6479574233321037,Lano,9,9,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-18,-1.2837279397645374,1.6479574233321037,Mylu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-18,-1.2837279397645374,1.6479574233321037,NA,112,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-19,-1.1283022485069298,1.2730659639857937,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-19,-1.1283022485069298,1.2730659639857937,Laci,2,1.9998,0.9999,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-19,-1.1283022485069298,1.2730659639857937,Lano,13,12.9949,0.9996076923076923,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-19,-1.1283022485069298,1.2730659639857937,Mylu,6,5.9999,0.9999833333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-19,-1.1283022485069298,1.2730659639857937,NA,178,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-20,-0.9728765572493225,0.9464887956452943,Laci,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-20,-0.9728765572493225,0.9464887956452943,Mylu,14,13.9999,0.9999928571428571,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-20,-0.9728765572493225,0.9464887956452943,NA,149,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-21,-0.8174508659917151,0.668225918310605,Laci,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-21,-0.8174508659917151,0.668225918310605,Mylu,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-21,-0.8174508659917151,0.668225918310605,NA,168,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-22,-0.6620251747341077,0.43827733198172586,Laci,4,3.9984,0.9996,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-22,-0.6620251747341077,0.43827733198172586,Lano,1,0.9759,0.9759,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-22,-0.6620251747341077,0.43827733198172586,Mylu,6,5.9998000000000005,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-22,-0.6620251747341077,0.43827733198172586,NA,129,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-23,-0.5065994834765004,0.256643036658657,Epfu,4,3.999,0.99975,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-23,-0.5065994834765004,0.256643036658657,Laci,1,0.9997,0.9997,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-23,-0.5065994834765004,0.256643036658657,Lano,42,41.9934,0.9998428571428571,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-23,-0.5065994834765004,0.256643036658657,Mylu,3,2.9999000000000002,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-23,-0.5065994834765004,0.256643036658657,NA,238,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,Epfu,36,35.9883,0.999675,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,Laci,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,Lano,23,22.9937,0.9997260869565218,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,Mylu,9,8.9999,0.9999888888888889,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-24,-0.351173792218893,0.12332303234139823,NA,370,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-25,-0.19574810096128561,0.03831731902994966,Laci,4,3.999,0.99975,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-25,-0.19574810096128561,0.03831731902994966,Lano,32,31.9962,0.99988125,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-25,-0.19574810096128561,0.03831731902994966,Mylu,9,9,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-25,-0.19574810096128561,0.03831731902994966,NA,218,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,Epfu,8,8,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,Laci,11,10.999600000000001,0.9999636363636364,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,Lano,105,104.9004,0.9990514285714286,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,Mylu,11,10.9999,0.999990909090909,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-26,-0.040322409703678244,0.0016258967243112854,NA,293,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,Epfu,4,3.9693,0.992325,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,Laci,4,4,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,Lano,102,101.99600000000001,0.9999607843137255,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,Mylu,9,9,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-27,0.11510328155392914,0.013248765424483085,NA,270,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,Epfu,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,Laci,6,5.9998000000000005,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,Lano,169,168.9768,0.9998627218934911,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,Mylu,10,9.9997,0.99997,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-28,0.27052897281153654,0.07318592513046508,NA,324,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-29,0.4259546640691439,0.18143737584225722,Epfu,7,7,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-29,0.4259546640691439,0.18143737584225722,Laci,4,3.9911,0.997775,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-29,0.4259546640691439,0.18143737584225722,Lano,257,256.9880999999999,0.9999536964980544,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-29,0.4259546640691439,0.18143737584225722,Mylu,9,8.9997,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-29,0.4259546640691439,0.18143737584225722,NA,332,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-30,0.5813803553267513,0.33800311755985957,Epfu,7,6.9609000000000005,0.9944142857142857,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-30,0.5813803553267513,0.33800311755985957,Laci,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-30,0.5813803553267513,0.33800311755985957,Lano,134,133.9475,0.9996082089552238,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-30,0.5813803553267513,0.33800311755985957,Mylu,23,22.9999,0.9999956521739131,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-30,0.5813803553267513,0.33800311755985957,NA,314,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-01,0.7368060465843587,0.5428831502832722,Epfu,4,4,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-01,0.7368060465843587,0.5428831502832722,Laci,8,7.9997,0.9999625,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-01,0.7368060465843587,0.5428831502832722,Lano,139,138.94979999999998,0.9996388489208633,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-01,0.7368060465843587,0.5428831502832722,Mylu,15,14.9999,0.9999933333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-01,0.7368060465843587,0.5428831502832722,NA,407,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-02,0.892231737841966,0.7960774740124947,Epfu,36,35.9778,0.9993833333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-02,0.892231737841966,0.7960774740124947,Laci,5,4.9999,0.99998,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-02,0.892231737841966,0.7960774740124947,Lano,72,71.95700000000001,0.9994027777777778,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-02,0.892231737841966,0.7960774740124947,Mylu,4,4,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-02,0.892231737841966,0.7960774740124947,NA,310,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-03,1.0476574290995735,1.097586088747528,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-03,1.0476574290995735,1.097586088747528,Laci,1,0.9995,0.9995,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-03,1.0476574290995735,1.097586088747528,Lano,7,6.9981,0.9997285714285714,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-03,1.0476574290995735,1.097586088747528,Mylu,11,11,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-03,1.0476574290995735,1.097586088747528,NA,165,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-04,1.2030831203571808,1.4474089944883708,Laci,5,4.9995,0.9999,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-04,1.2030831203571808,1.4474089944883708,Lano,42,41.998599999999996,0.9999666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-04,1.2030831203571808,1.4474089944883708,Mylu,6,5.9999,0.9999833333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-04,1.2030831203571808,1.4474089944883708,NA,250,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-05,1.358508811614788,1.8455461912350237,Epfu,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-05,1.358508811614788,1.8455461912350237,Laci,9,8.999400000000001,0.9999333333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-05,1.358508811614788,1.8455461912350237,Lano,59,58.99479999999999,0.9999118644067797,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-05,1.358508811614788,1.8455461912350237,Mylu,1,0.9999,0.9999,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-05,1.358508811614788,1.8455461912350237,NA,546,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,1.5139345028723956,2.291997678987488,Laci,3,2.9996,0.9998666666666667,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,1.5139345028723956,2.291997678987488,Mylu,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,1.5139345028723956,2.291997678987488,NA,100,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-06-18,-2.223991771329024,4.94613939893921,Lano,9,8.997399999999999,0.9997111111111111,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-18,-2.223991771329024,4.94613939893921,NA,29,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-19,-1.8513515152792226,3.4275024331266737,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-19,-1.8513515152792226,3.4275024331266737,Laci,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-19,-1.8513515152792226,3.4275024331266737,Lano,13,13,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-19,-1.8513515152792226,3.4275024331266737,Mylu,4,3.9997,0.999925,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-19,-1.8513515152792226,3.4275024331266737,NA,181,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-20,-1.4787112592294216,2.186586988171862,Laci,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-20,-1.4787112592294216,2.186586988171862,Mylu,9,9,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-20,-1.4787112592294216,2.186586988171862,Myvo,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-20,-1.4787112592294216,2.186586988171862,NA,153,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-21,-1.1060710031796204,1.2233930640747719,Laci,3,2.9996,0.9998666666666667,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-21,-1.1060710031796204,1.2233930640747719,Mylu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-21,-1.1060710031796204,1.2233930640747719,NA,168,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-22,-0.733430747129819,0.5379206608354046,Laci,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-22,-0.733430747129819,0.5379206608354046,Mylu,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-22,-0.733430747129819,0.5379206608354046,NA,137,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-23,-0.36079049108001787,0.13016977845376046,Epfu,6,6,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-23,-0.36079049108001787,0.13016977845376046,Lano,41,40.994600000000005,0.9998682926829269,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-23,-0.36079049108001787,0.13016977845376046,Mylu,6,5.9999,0.9999833333333333,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-23,-0.36079049108001787,0.13016977845376046,NA,235,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,Epfu,44,43.996500000000005,0.9999204545454545,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,Laci,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,Lano,26,25.991200000000003,0.9996615384615385,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,Myev,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,Mylu,6,6,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-24,0.011849764969783336,1.4041692983910426e-4,NA,362,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-25,0.3844900210195845,0.14783257626364055,Laci,4,3.9996,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-25,0.3844900210195845,0.14783257626364055,Lano,37,36.9898,0.9997243243243243,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-25,0.3844900210195845,0.14783257626364055,Mylu,8,7.9998000000000005,0.9999750000000001,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-25,0.3844900210195845,0.14783257626364055,NA,214,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-26,0.7571302770693857,0.5732462564551648,Epfu,8,7.9998000000000005,0.9999750000000001,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-26,0.7571302770693857,0.5732462564551648,Laci,6,6,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-26,0.7571302770693857,0.5732462564551648,Lano,99,98.93239999999999,0.9993171717171717,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-26,0.7571302770693857,0.5732462564551648,Mylu,12,11.9999,0.9999916666666666,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-26,0.7571302770693857,0.5732462564551648,NA,304,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,Epfu,6,5.9704,0.9950666666666667,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,Laci,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,Lano,99,98.9622,0.9996181818181819,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,Myev,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,Mylu,7,6.9994000000000005,0.9999142857142858,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-27,1.129770533119187,1.276381457504412,NA,273,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,1.5024107891689882,2.257238179411382,Laci,1,0.9998,0.9998,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,1.5024107891689882,2.257238179411382,Mylu,7,6.9999,0.9999857142857143,Data_CumulativeSonoBatch_v4.4.5.xlsx
